'original_name'"'hrvatski_naziv'"'liturgical_color'
'Die 3 ianuarii'"'Subota 1. tjedna božićnog vremena'"'white'
'Feria quarta post Epiphaniam'"'Srijeda 1. tjedna božićnog vremena'"'white'
'S. Ioannis Mariæ Vianney, presbyteri'"'Sv. Ivan Marija Vianney, prezbiter'"'white'
'B. Mariæ a Iesu Crucifixo Petković, virginis'"'Blažena Marija Propetog Isusa Petković, djevica'"'white'
'Feria sexta, hebdomada decima quarta per annum'"'Petak 14. tjedna vremena kroz godinu'"'green'
'S. Benedicti, abbatis, patroni Europæ'"'Sv. Benedikt, opat i zaštitnik Europe'"'white'
'Dominica decima quinta per annum'"'15. nedjelja kroz godinu'"'green'
'B. Mariæ Virginis de Marija Bistrica'"'Majka Božja Bistrička'"'white'
'S. Camilli de Lellis, presbyteri'"'Sv. Kamilo de Lellis, prezbiter'"'white'
'S. Bonaventuræ, episcopi et Ecclesiæ doctoris'"'Sv. Bonaventura, biskup i crkveni naučitelj'"'white'
'B. Mariæ Virginis de Monte Carmelo'"'Gospa od Karmela'"'white'
'Feria sexta, hebdomada decima quinta per annum'"'Petak 15. tjedna vremena kroz godinu'"'green'
'Sabbato, hebdomada decima quinta per annum'"'Subota 15. tjedna vremena kroz godinu'"'green'
'Dominica decima sexta per annum'"'16. nedjelja kroz godinu'"'green'
'S. Apollinaris, episcopi et martyris'"'Sv. Apolinar, biskup i mučenik'"'red'
'S. Laurentii de Brindisi, presbyteri et Ecclesiæ doctoris'"'Sv. Lovro Brindisijski, prezbiter i crkveni naučitelj'"'white'
'S. Mariæ Magdalenæ'"'Sv. Marija Magdalena'"'white'
'S. Birgittæ, religiosæ, patronæ secundariæ Europæ'"'Sv. Brigita, redovnica'"'white'
'S. Sarbelii Makhlūf, presbyteri'"'Sv. Šarbel Makhluf, prezbiter'"'white'
'S. Iacobi, apostoli'"'Sv. Jakov, apostol'"'red'
'Dominica decima septima per annum'"'17. nedjelja kroz godinu'"'green'
'Feria secunda, hebdomada decima septima per annum'"'Ponedjeljak 17. tjedna vremena kroz godinu'"'green'
'Feria tertia, hebdomada decima septima per annum'"'Utorak 17. tjedna vremena kroz godinu'"'green'
'S. Marthæ, Mariæ et Lazari'"'Sv. Marta, Marija i Lazar'"'white'
'S. Petri Chrysologi, episcopi et Ecclesiæ doctoris'"'Sv. Petar Krizolog, biskup i crkveni naučitelj'"'white'
'S. Ignatii de Loyola, presbyteri'"'Sv. Ignacije Lojolski, prezbiter'"'white'
'S. Alfonsi Mariæ de’ Liguori, episcopi et Ecclesiæ doctoris'"'Sv. Alfonso Marija de Liguori, biskup i crkveni naučitelj'"'white'
'Dominica decima octava per annum'"'18. nedjelja kroz godinu'"'green'
'S. Pii X, papæ'"'Sv. Pio X, papa'"'white'
'B. Augustini Gazothus, episcopi et martyris'"'Blaženi Augustin Kažotić, biskup i mučenik'"'red'
'In Dedicatione basilicæ S. Mariæ'"'Posvete bazilike Svete Marije Velike (Gospe Snježne)'"'white'
'In Transfiguratione Domini'"'Preobraženje Gospodina'"'white'
'Ss. Xysti II, papæ, et sociorum, martyrum'"'Sv. Siksto II, papa i mučenik'"'red'
'S. Dominici, presbyteri'"'Sv. Dominik, prezbiter'"'white'
'Dominica decima nona per annum'"'19. nedjelja kroz godinu'"'green'
'S. Laurentii, diaconi et martyris'"'Sv. Lovro, đakon i mučenik'"'red'
'S. Claræ, virginis'"'Sv. Klara, djevica'"'white'
'S. Ioannæ Franciscæ de Chantal, religiosæ'"'Sv. Ivana Franciska de Chantal, redovnica'"'white'
'Ss. Pontiani, papæ, et Hippolyti, presbyteri, martyrum'"'Sv. Poncijan, papa i Hipolit, prezbiter, mučenik'"'red'
'S. Maximiliani Mariæ Kolbe, presbyteri et martyris'"'Sv. Maksimilijan Maria Kolbe, prezbiter i mučenik'"'red'
'In Assumptione Beatæ Mariæ Virginis'"'Uznesenje Blažene Djevice Marije'"'white'
'Dominica vigesima per annum'"'20. nedjelja kroz godinu'"'green'
'Dominica secunda Adventus'"'2. nedjelja došašća'"'purple'
'Feria secunda, hebdomada vigesima per annum'"'Ponedjeljak 20. tjedna vremena kroz godinu'"'green'
'Feria tertia, hebdomada vigesima per annum'"'Utorak 20. tjedna vremena kroz godinu'"'green'
'S. Ioannis Eudes, presbyteri'"'Sv. Ivan Eudes, prezbiter'"'white'
'S. Bernardi, abbatis et Ecclesiæ doctoris'"'Sv. Bernard, opat i crkveni naučitelj'"'white'
'B. Mariæ Virginis Reginæ'"'Blažena Djevica Marija Kraljica'"'white'
'Dominica vigesima prima per annum'"'21. nedjelja kroz godinu'"'green'
'S. Bartholomæi, apostoli'"'Sv. Bartolomej, apostola'"'red'
'S. Ludovici'"'Sv. Ludovik'"'white'
'Feria quarta, hebdomada vigesima prima per annum'"'Srijeda 21. tjedna vremena kroz godinu'"'green'
'S. Monicæ'"'Sv. Monice'"'white'
'S. Augustini, episcopi et Ecclesiæ doctoris'"'Sv. Augustin, biskup i crkveni naučitelj'"'white'
'In Passione S. Ioannis Baptistæ'"'Mučeništvo Svetog Ivana Krstitelja'"'red'
'Dominica vigesima secunda per annum'"'22. nedjelja kroz godinu'"'green'
'Feria secunda, hebdomada vigesima secunda per annum'"'Ponedjeljak 22. tjedna vremena kroz godinu'"'green'
'Feria tertia, hebdomada vigesima secunda per annum'"'Utorak 22. tjedna vremena kroz godinu'"'green'
'Feria quarta, hebdomada vigesima secunda per annum'"'Srijeda 22. tjedna vremena kroz godinu'"'green'
'S. Gregorii Magni, papæ et Ecclesiæ doctoris'"'Sv. Grgur Veliki, papa i crkveni naučitelj'"'white'
'Feria sexta, hebdomada vigesima secunda per annum'"'Petak 22. tjedna vremena kroz godinu'"'green'
'Sabbato, hebdomada vigesima secunda per annum'"'Subota 22. tjedna vremena kroz godinu'"'green'
'Dominica vigesima tertia per annum'"'23. nedjelja kroz godinu'"'green'
'S. Marci Crisini, presbyteri et martyris'"'Sv. Marko Križevčanin, prezbiter i mučenik'"'red'
'In Nativitate B. Mariæ Virginis'"'Rođenje Blažene Djevice Marije'"'white'
'S. Petri Claver, presbyteri'"'Sv. Petar Klaver, prezbiter'"'white'
'Feria quinta, hebdomada vigesima tertia per annum'"'Četvrtak 23. tjedna vremena kroz godinu'"'green'
'Feria sexta, hebdomada vigesima tertia per annum'"'Petak 23. tjedna vremena kroz godinu'"'green'
'Ss.mi Nominis Mariæ'"'Presveto Ime Marijino,'"'white'
'Dominica vigesima quarta per annum'"'24. nedjelja kroz godinu'"'green'
'In Exaltatione Sanctæ Crucis'"'Uzvišenje Svetoga Križa'"'red'
'B. Mariæ Virginis Perdolentis'"'Žalosna Gospa'"'white'
'Ss. Cornelii, papæ, et Cypriani, episcopi, martyrum'"'Sv. Kornelije, papa, i Ciprijan, biskup, mučenik'"'red'
'S. Roberti Bellarmini, episcopi et Ecclesiæ doctoris'"'Sv. Robert Bellarmino, biskup i crkveni naučitelj'"'white'
'Feria sexta, hebdomada vigesima quarta per annum'"'Petak 24. tjedna vremena kroz godinu'"'green'
'S. Ianuarii, episcopi et martyris'"'Sv. Januarije, biskup i mučenik'"'red'
'Dominica vigesima quinta per annum'"'25. nedjelja kroz godinu'"'green'
'S. Matthæi, apostoli et evangelistæ'"'Sv. Matej, apostol i evanđelist'"'red'
'Feria tertia, hebdomada vigesima quinta per annum'"'Utorak 25. tjedna vremena kroz godinu'"'green'
'S. Pii de Pietrelcina, presbyteri'"'Sv. Pio iz Pietrelcine , prezbiter'"'white'
'Feria quinta, hebdomada vigesima quinta per annum'"'Četvrtak 25. tjedna vremena kroz godinu'"'green'
'Feria sexta, hebdomada vigesima quinta per annum'"'Petak 25. tjedna vremena kroz godinu'"'green'
'Ss. Cosmæ et Damiani, martyrum'"'Sv. Kuzma i Damjan, mučenici'"'red'
'Dominica vigesima sexta per annum'"'26. nedjelja kroz godinu'"'green'
'S. Venceslai, martyris'"'Sv. Vjenceslav, mučenik'"'red'
'Ss. Michaelis, Gabrielis et Raphaelis, archangelorum'"'Sv. Mihael, Gabrijel i Rafael, arkanđeli'"'white'
'S. Hieronymi, presbyteri et Ecclesiæ doctoris'"'Sv. Jeronim, prezbiter i crkveni naučitelj'"'white'
'S. Teresiæ a Iesu Infante, virginis et Ecclesiæ doctoris'"'Sv. Terezija od Djeteta Isusa, djevica i crkvena naučiteljica'"'white'
'Ss. Angelorum Custodum'"'Sv. Anđeli Čuvara'"'white'
'Sabbato, hebdomada vigesima sexta per annum'"'Subota 26. tjedna vremena kroz godinu'"'green'
'Dominica vigesima septima per annum'"'27. nedjelja kroz godinu'"'green'
'S. Faustinæ Kowalska, virginis'"'Sv. Faustine Kovalska, djevica'"'white'
'S. Brunonis, presbyteri'"'Sv. Bruno, prezbiter'"'white'
'B. Mariæ Virginis a Rosario'"'Blažena Djevica Marija od Krunice'"'white'
'Feria quinta, hebdomada vigesima septima per annum'"'Četvrtak 27. tjedna vremena kroz godinu'"'green'
'S. Ioannis Leonardi, presbyteri'"'Sv. Ivan Leonardi, prezbiter'"'white'
'Sabbato, hebdomada vigesima septima per annum'"'Subota 27. tjedna vremena kroz godinu'"'green'
'Dominica vigesima octava per annum'"'28. nedjelja kroz godinu'"'green'
'Feria secunda, hebdomada vigesima octava per annum'"'Ponedjeljak 28. tjedna vremena kroz godinu'"'green'
'Feria tertia, hebdomada vigesima octava per annum'"'Utorak 28. tjedna vremena kroz godinu'"'green'
'S. Callisti I, papæ et martyris'"'Sv. Kalist I, papa i mučenik'"'red'
'S. Teresiæ a Iesu, virginis et Ecclesiæ doctoris'"'Sv. Terezija Avilska, djevica i crkvenog naučiteljica'"'white'
'S. Margaritæ Mariæ Alacoque, virginis'"'Sv. Margareta Marija Alacoque , dejvica'"'white'
'S. Ignatii Antiocheni, episcopi et martyris'"'Sv. Ignacije Antiohijski, biskup i mučenik'"'red'
'Dominica vigesima nona per annum'"'29. nedjelja kroz godinu'"'green'
'S. Pauli a Cruce, presbyteri'"'Sv. Pavao od Križa, prezbiter'"'white'
'Feria tertia, hebdomada vigesima nona per annum'"'Utorak 29. tjedna vremena kroz godinu'"'green'
'Feria quarta, hebdomada vigesima nona per annum'"'Srijeda 29. tjedna vremena kroz godinu'"'green'
'S. Ioannis Pauli II, papæ'"'Sv. Ivan Pavao II, papa'"'white'
'S. Ioannis de Capestrano, presbyteri'"'Sv. Ivan Kapistran, prezbiter'"'white'
'S. Antonii Mariæ Claret, episcopi'"'Sv. Antun Marija Klaret, biskup'"'white'
'Dominica trigesima per annum'"'30. nedjelja kroz godinu'"'green'
'Feria secunda, hebdomada trigesima per annum'"'Ponedjeljak 30. tjedna vremena kroz godinu'"'green'
'Feria tertia, hebdomada trigesima per annum'"'Utorak 30. tjedna vremena kroz godinu'"'green'
'Ss. Simonis et Iudæ, apostolorum'"'Sv. Šimun i Juda Tadej, apostoli'"'red'
'Feria quinta, hebdomada trigesima per annum'"'Četvrtak 30. tjedna vremena kroz godinu'"'green'
'Feria sexta, hebdomada trigesima per annum'"'Petak 30. tjedna vremena kroz godinu'"'green'
'Sabbato, hebdomada trigesima per annum'"'Subota 30. tjedna vremena kroz godinu'"'green'
'Omnium Sanctorum'"'Svi sveti'"'white'
'In Commemoratione omnium fidelium defunctorum'"'Spomena svih vjernih mrtvih (Dušni dan)'"'purple'
'S. Martini de Porres, religiosi'"'Sv. Martin de Porres, redovnica'"'white'
'S. Caroli Borromeo, episcopi'"'Sv. Karlo Boromejski, biskup'"'white'
'Feria quinta, hebdomada trigesima prima per annum'"'Četvrtak 31. tjedna vremena kroz godinu'"'green'
'Feria sexta, hebdomada trigesima prima per annum'"'Petak 31. tjedna vremena kroz godinu'"'green'
'Sabbato, hebdomada trigesima prima per annum'"'Subota 31. tjedna vremena kroz godinu'"'green'
'Dominica trigesima secunda per annum'"'32. nedjelja kroz godinu'"'green'
'In Dedicatione Basilicæ Lateranensis'"'Posveta Lateranske bazilike'"'white'
'S. Leonis Magni, papæ et Ecclesiæ doctoris'"'Sv. Leon Veliki, papa i crkveni naučitelj'"'white'
'S. Martini Turonensis, episcopi'"'Sv. Martin Tourski, biskup'"'white'
'S. Iosaphat, episcopi et martyris'"'Sv. Jozafat, biskup i mučenik'"'red'
'Feria sexta, hebdomada trigesima secunda per annum'"'Petak 32. tjedna vremena kroz godinu'"'green'
'S. Nicolai Tavelić, presbyteri et martyris'"'Sv. Nikola Tavelić, prezbiter i mučenik'"'red'
'Dominica trigesima tertia per annum'"'33. nedjelja kroz godinu'"'green'
'S. Margaritæ Scotiæ'"'Sv. Margareta Škotska'"'white'
'S. Elisabeth Hungariæ, religiosæ'"'Sv. Elizabeta Ugarska, redovnica'"'white'
'In Dedicatione basilicarum Ss. Petri et Pauli, apostolorum'"' Posveta bazilika svetih apostola Petra i Pavla'"'white'
'Feria quinta, hebdomada trigesima tertia per annum'"'Četvrtak 33. tjedna vremena kroz godinu'"'green'
'Feria sexta, hebdomada trigesima tertia per annum'"'Petak 33. tjedna vremena kroz godinu'"'green'
'In Præsentatione B. Mariæ Virginis'"'Prikazanje Blažene Djevice Marije u Hramu - Gospda od Zdravlja'"'white'
'D. N. I. C. universorum regis'"'Krist Kralj'"'white'
'S. Columbani, abbatis'"'Sv. Kolumban, opat'"'white'
'Ss. Andreæ Dũng Lạc, presbyteri, et sociorum, martyrum'"'Sv. Andrija Dũng-Lạc, prezbiter, i drugovi, mučenici'"'red'
'S. Catharinæ Alexandrinæ, virginis et martyris'"'Sv. Katarina Aleksandrijska, djevica i mučenica'"'red'
'Feria quinta, hebdomada trigesima quarta per annum'"'Četvrtak 34. tjedna vremena kroz godinu'"'green'
'Feria sexta, hebdomada trigesima quarta per annum'"'Petak 34. tjedna vremena kroz godinu'"'green'
'Sabbato, hebdomada trigesima quarta per annum'"'Subota 34. tjedna vremena kroz godinu'"'green'
'Dominica prima Adventus'"'1. nedjelja došašća'"'purple'
'Feria secunda, hebdomada prima Adventus'"'Ponedjeljak 1. tjedna došašća'"'purple'
'Feria tertia, hebdomada prima Adventus'"'Utorak 1. tjedna došašća'"'purple'
'Feria quarta, hebdomada prima Adventus'"'Srijeda 1. tjedna došašća'"'purple'
'Feria quinta, hebdomada prima Adventus'"'Četvrtak 1. tjedna došašća'"'purple'
'Feria sexta, hebdomada prima Adventus'"'Petak 1. tjedna došašća'"'purple'
'Sabbato, hebdomada prima Adventus'"'Subota 1. tjedna došašća'"'purple'
'Feria secunda, hebdomada secunda Adventus'"'Ponedjeljak 2. tjedna došašća'"'purple'
'Feria tertia, hebdomada secunda Adventus'"'Utorak 2. tjedna došašća'"'purple'
'Feria quarta, hebdomada secunda Adventus'"'Srijeda 2. tjedna došašća'"'purple'
'Feria quinta, hebdomada secunda Adventus'"'Četvrtak 2. tjedna došašća'"'purple'
'Feria sexta, hebdomada secunda Adventus'"'Petak 2. tjedna došašća'"'purple'
'Sabbato, hebdomada secunda Adventus'"'Subota 2. tjedna došašća'"'purple'
'Dominica tertia Adventus'"'3. nedjelja došašća'"'rose'
'Feria secunda, hebdomada tertia Adventus'"'Ponedjeljak 3. tjedna došašća'"'purple'
'Feria tertia, hebdomada tertia Adventus'"'Utorak 3. tjedna došašća'"'purple'
'Feria quarta, hebdomada tertia Adventus'"'Srijeda 3. tjedna došašća'"'purple'
'Dia 17 decembris'"'Četvrtak 3. tjedna došašća'"'purple'
'Dia 18 decembris'"'Petak 3. tjedna došašća'"'purple'
'Dia 19 decembris'"'Subota 3. tjedna došašća'"'purple'
'Dominica quarta Adventus'"'4. nedjelja došašća'"'purple'
'Dia 21 decembris'"'Ponedjeljak 4. tjedna došašća'"'purple'
'Dia 22 decembris'"'Utorak 4. tjedna došašća'"'purple'
'Dia 23 decembris'"'Srijeda 4. tjedna došašća'"'purple'
'Dia 24 decembris'"'Četvrtak 4. tjedna došašća'"'purple'
'In Nativitate Domini'"'Božić — Rođenje Gospodinovo'"'white'
'De die 2 infra octavam Nativitatis'"'Subota 1. tjedna božićnog vremena'"'white'
'Sanctæ Familiæ Iesu, Mariæ et Ioseph'"'Sveta Obitelj Isusa, Marije i Josipa'"'white'
'De die 4 infra octavam Nativitatis'"'Ponedjeljak 1. tjedna božićnog vremena'"'white'
'De die 5 infra octavam Nativitatis'"'Utorak 1. tjedna božićnog vremena'"'white'
'De die 6 infra octavam Nativitatis'"'Srijeda 1. tjedna božićnog vremena'"'white'
'De die 7 infra octavam Nativitatis'"'Četvrtak 1. tjedna božićnog vremena'"'white'
